symbol,company,market_cap,industry,lodged,tier,tier_kind,collar,funded_collar,blockers
TVN,TIVAN LIMITED,572356754,Materials,2023-03-20,Any other Tivan Person,restricted,clearance_required,workable,
TVN,TIVAN LIMITED,572356754,Materials,2023-03-20,Independent Director,director,clearance_required,workable,
USL,UNICO SILVER LIMITED,568441442,Materials,2025-03-13,Relevant Person,all_staff,clearance_required,workable,
USL,UNICO SILVER LIMITED,568441442,Materials,2025-03-13,Restricted Persons,restricted,blocked,workable,hedging: This Policy prohibits any person affected by this Policy from entering into a hedging transaction.
USL,UNICO SILVER LIMITED,568441442,Materials,2025-03-13,Connected Persons,associate,clearance_required,workable,
USL,UNICO SILVER LIMITED,568441442,Materials,2025-03-13,Chair of the Board,director,clearance_required,workable,
USL,UNICO SILVER LIMITED,568441442,Materials,2025-03-13,"Non-Executive Directors, Executive Directors, CEO, CFO, Company Secretary",kmp,clearance_required,workable,
USL,UNICO SILVER LIMITED,568441442,Materials,2025-03-13,All other Restricted Persons,restricted,clearance_required,workable,
TPW,TEMPLE & WEBSTER GROUP LTD,565251645,Consumer Discretionary Distribution & Retail,2024-08-12,TPW People,all_staff,blocked,workable,"hedging: Notwithstanding any other part of this policy, TPW People must not at any time: ... (d) enter into any hedging arrangeme | derivatives: Notwithstanding any other part of this policy, TPW People must not at any time: (a) trade in derivate products issued ov"
TPW,TEMPLE & WEBSTER GROUP LTD,565251645,Consumer Discretionary Distribution & Retail,2024-08-12,Associate,associate,clearance_required,workable,
TPW,TEMPLE & WEBSTER GROUP LTD,565251645,Consumer Discretionary Distribution & Retail,2024-08-12,TPW Group directors other than the Chair,director,clearance_required,workable,
TPW,TEMPLE & WEBSTER GROUP LTD,565251645,Consumer Discretionary Distribution & Retail,2024-08-12,Chair,director,clearance_required,workable,
TPW,TEMPLE & WEBSTER GROUP LTD,565251645,Consumer Discretionary Distribution & Retail,2024-08-12,Company Secretary,kmp,clearance_required,workable,
TPW,TEMPLE & WEBSTER GROUP LTD,565251645,Consumer Discretionary Distribution & Retail,2024-08-12,"TPW People other than Directors, Chair and Company Secretary",all_staff,clearance_required,workable,
FGX,FUTURE GENERATION AUSTRALIA LIMITED,558080622,Not Applic,2014-09-12,Restricted Persons,restricted,unclear,workable,
FGX,FUTURE GENERATION AUSTRALIA LIMITED,558080622,Not Applic,2014-09-12,Associated Parties,associate,unclear,workable,
IPG,IPD GROUP LTD,554214045,Capital Goods,2024-03-27,Everyone,all_staff,unclear,workable,
IPG,IPD GROUP LTD,554214045,Capital Goods,2024-03-27,Chairperson of the Board,director,blocked,workable,"hedging: deal at any time in financial products over or in respect of Company securities, except for the type of dealing permitte | derivatives: deal at any time in financial products over or in respect of Company securities, except for the type of dealing permitte"
IPG,IPD GROUP LTD,554214045,Capital Goods,2024-03-27,Other Directors,director,unclear,workable,
IPG,IPD GROUP LTD,554214045,Capital Goods,2024-03-27,Key Management Personnel,kmp,unclear,workable,
IPG,IPD GROUP LTD,554214045,Capital Goods,2024-03-27,Other Company Employees,other,unclear,workable,
IPG,IPD GROUP LTD,554214045,Capital Goods,2024-03-27,Associates of Designated Persons,associate,unclear,workable,
OPH,OPHIR HIGH CONVICTION FUND,543042191,Not Applic,2018-12-17,Employees,all_staff,clearance_required,workable,
OPH,OPHIR HIGH CONVICTION FUND,543042191,Not Applic,2018-12-17,RE Services staff,restricted,clearance_required,workable,
OPH,OPHIR HIGH CONVICTION FUND,543042191,Not Applic,2018-12-17,"Senior Manager, Risk Manager, Corporate Client Manager, RE Services legal counsel",restricted,clearance_required,workable,
OPH,OPHIR HIGH CONVICTION FUND,543042191,Not Applic,2018-12-17,Business Unit Head,restricted,clearance_required,workable,
OPH,OPHIR HIGH CONVICTION FUND,543042191,Not Applic,2018-12-17,Non-executive directors of Perpetual,director,clearance_required,workable,
MA1,MA CREDIT INCOME TRUST,541282747,Not Applic,2025-03-03,EQT Persons,kmp,clearance_required,enforcement_restricted,
MA1,MA CREDIT INCOME TRUST,541282747,Not Applic,2025-03-03,Responsible Entity's directors,director,clearance_required,enforcement_restricted,
MA1,MA CREDIT INCOME TRUST,541282747,Not Applic,2025-03-03,LIT Partners,other,notification_required,enforcement_restricted,
MA1,MA CREDIT INCOME TRUST,541282747,Not Applic,2025-03-03,LIT Persons,other,clearance_required,enforcement_restricted,
MA1,MA CREDIT INCOME TRUST,541282747,Not Applic,2025-03-03,Connected Persons,associate,clearance_required,enforcement_restricted,
DUR,DURATEC LIMITED,536973345,Capital Goods,2025-10-15,Restricted Persons,restricted,clearance_required,workable,
DUR,DURATEC LIMITED,536973345,Capital Goods,2025-10-15,employees,all_staff,clearance_required,workable,
DUR,DURATEC LIMITED,536973345,Capital Goods,2025-10-15,director or officer,director,clearance_required,workable,
DUR,DURATEC LIMITED,536973345,Capital Goods,2025-10-15,Managing Director,kmp,clearance_required,workable,
DUR,DURATEC LIMITED,536973345,Capital Goods,2025-10-15,Chair,director,clearance_required,workable,
MOT,METRICS INCOME OPPORTUNITIES TRUST,530981613,Not Applic,2019-04-26,Employees,all_staff,available,workable,
MOT,METRICS INCOME OPPORTUNITIES TRUST,530981613,Not Applic,2019-04-26,Non-executive Directors of Perpetual,director,available,workable,
MOT,METRICS INCOME OPPORTUNITIES TRUST,530981613,Not Applic,2019-04-26,Associates,associate,available,workable,
BAP,BAPCOR LIMITED,524747401,Consumer Discretionary Distribution & Retail,2014-04-24,Burson Person,restricted,clearance_required,workable,
BAP,BAPCOR LIMITED,524747401,Consumer Discretionary Distribution & Retail,2014-04-24,Chair of the Audit and Risk Management Committee,director,clearance_required,workable,
BAP,BAPCOR LIMITED,524747401,Consumer Discretionary Distribution & Retail,2014-04-24,"Other Directors, Company Secretary and Key Management Personnel",kmp,clearance_required,workable,
BAP,BAPCOR LIMITED,524747401,Consumer Discretionary Distribution & Retail,2014-04-24,Other Burson Persons,restricted,clearance_required,workable,
BAP,BAPCOR LIMITED,524747401,Consumer Discretionary Distribution & Retail,2014-04-24,Associates,associate,clearance_required,workable,
ACL,AUSTRALIAN CLINICAL LABS LIMITED,522253158,Health Care Equipment & Services,2021-12-07,ACL Person,restricted,clearance_required,workable,
ACL,AUSTRALIAN CLINICAL LABS LIMITED,522253158,Health Care Equipment & Services,2021-12-07,Chair of the Board,director,clearance_required,workable,
ACL,AUSTRALIAN CLINICAL LABS LIMITED,522253158,Health Care Equipment & Services,2021-12-07,"Other directors, Company Secretary and the Chief Financial Officer",kmp,clearance_required,workable,
ACL,AUSTRALIAN CLINICAL LABS LIMITED,522253158,Health Care Equipment & Services,2021-12-07,Any other ACL Person,restricted,clearance_required,workable,
ACL,AUSTRALIAN CLINICAL LABS LIMITED,522253158,Health Care Equipment & Services,2021-12-07,Associates,associate,clearance_required,workable,
GWA,GWA GROUP LIMITED.,521486234,Capital Goods,2024-12-04,Company Personnel,all_staff,clearance_required,blocked_loan,
GWA,GWA GROUP LIMITED.,521486234,Capital Goods,2024-12-04,Directors and Executives,kmp,notification_required,blocked_loan,
GWA,GWA GROUP LIMITED.,521486234,Capital Goods,2024-12-04,Chair,director,clearance_required,blocked_loan,
GWA,GWA GROUP LIMITED.,521486234,Capital Goods,2024-12-04,Executive,kmp,clearance_required,blocked_loan,
GWA,GWA GROUP LIMITED.,521486234,Capital Goods,2024-12-04,Associates,associate,clearance_required,blocked_loan,
CBE,COBRE LIMITED,519008824,Materials,2023-08-08,Key Management Personnel,kmp,clearance_required,workable,
CBE,COBRE LIMITED,519008824,Materials,2023-08-08,Directors,director,clearance_required,workable,
CBE,COBRE LIMITED,519008824,Materials,2023-08-08,Associates,associate,clearance_required,workable,
TWR,TOWER LIMITED,518551140,Insurance,2010-12-16,All Staff,all_staff,clearance_required,workable,
TWR,TOWER LIMITED,518551140,Insurance,2010-12-16,Restricted Persons,restricted,blocked,workable,hedging: Restricted Persons are prohibited from entering into transactions in relation to associated products of TOWER Securities
TWR,TOWER LIMITED,518551140,Insurance,2010-12-16,Directors,director,clearance_required,workable,
TWR,TOWER LIMITED,518551140,Insurance,2010-12-16,Associates,associate,clearance_required,workable,
SMI,SANTANA MINERALS LIMITED,517524296,Materials,2013-05-29,Designated Officers,all_staff,notification_required,workable,
SMI,SANTANA MINERALS LIMITED,517524296,Materials,2013-05-29,Restricted Employees,restricted,clearance_required,workable,
SMI,SANTANA MINERALS LIMITED,517524296,Materials,2013-05-29,Directors,director,notification_required,workable,
SMI,SANTANA MINERALS LIMITED,517524296,Materials,2013-05-29,Associates,associate,clearance_required,workable,
CGS,COGSTATE LTD,516554830,Health Care Equipment & Services,2025-06-29,Directors,director,clearance_required,blocked_loan,
CGS,COGSTATE LTD,516554830,Health Care Equipment & Services,2025-06-29,Restricted Employees,restricted,clearance_required,blocked_loan,
CGS,COGSTATE LTD,516554830,Health Care Equipment & Services,2025-06-29,"Directors, Restricted Employees and Closely Connected Persons and Entities",restricted,clearance_required,blocked_loan,
CGS,COGSTATE LTD,516554830,Health Care Equipment & Services,2025-06-29,Closely Connected Persons and Entities,associate,clearance_required,blocked_loan,
EQT,EQT HOLDINGS LIMITED,516035299,Financial Services,2025-06-23,EQT Persons,all_staff,blocked,blocked_hedge,hedging: enter into hedging or other financial arrangements which operate to limit the economic risk associated with holding Secu
EQT,EQT HOLDINGS LIMITED,516035299,Financial Services,2025-06-23,Non-executive director,director,blocked,blocked_hedge,hedging: enter into hedging or other financial arrangements which operate to limit the economic risk associated with holding Secu
EQT,EQT HOLDINGS LIMITED,516035299,Financial Services,2025-06-23,Chair,director,blocked,blocked_hedge,hedging: enter into hedging or other financial arrangements which operate to limit the economic risk associated with holding Secu
EQT,EQT HOLDINGS LIMITED,516035299,Financial Services,2025-06-23,Managing Director and Chief Financial Officer,kmp,blocked,blocked_hedge,hedging: enter into hedging or other financial arrangements which operate to limit the economic risk associated with holding Secu
EQT,EQT HOLDINGS LIMITED,516035299,Financial Services,2025-06-23,Company Secretary,kmp,blocked,blocked_hedge,hedging: enter into hedging or other financial arrangements which operate to limit the economic risk associated with holding Secu
EQT,EQT HOLDINGS LIMITED,516035299,Financial Services,2025-06-23,All other EQT Persons,all_staff,blocked,blocked_hedge,hedging: enter into hedging or other financial arrangements which operate to limit the economic risk associated with holding Secu
EQT,EQT HOLDINGS LIMITED,516035299,Financial Services,2025-06-23,Connected Persons,associate,blocked,blocked_hedge,hedging: enter into hedging or other financial arrangements which operate to limit the economic risk associated with holding Secu
CHN,CHALICE MINING LIMITED,513063739,Materials,2023-08-24,Restricted Persons,restricted,clearance_required,workable,
CHN,CHALICE MINING LIMITED,513063739,Materials,2023-08-24,Employees and Contractors,all_staff,clearance_required,workable,
CHN,CHALICE MINING LIMITED,513063739,Materials,2023-08-24,Director or Officer,kmp,clearance_required,workable,
CHN,CHALICE MINING LIMITED,513063739,Materials,2023-08-24,Managing Director,kmp,clearance_required,workable,
CHN,CHALICE MINING LIMITED,513063739,Materials,2023-08-24,Chair,director,clearance_required,workable,
CHN,CHALICE MINING LIMITED,513063739,Materials,2023-08-24,Connected Person,associate,clearance_required,workable,
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,508820453,Financial Services,2026-03-04,Non-Executive Director/Independent Committee Members,director,clearance_required,workable,
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,508820453,Financial Services,2026-03-04,"Executive Director, employees and contractors",other,clearance_required,workable,
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,508820453,Financial Services,2026-03-04,Employees and Contractors,all_staff,clearance_required,workable,
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,508820453,Financial Services,2026-03-04,Directors and Independent Committee Members,director,clearance_required,workable,
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,508820453,Financial Services,2026-03-04,Chair,director,clearance_required,workable,
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,508820453,Financial Services,2026-03-04,Associate,associate,clearance_required,workable,
AEL,AMPLITUDE ENERGY LIMITED,502300392,Energy,2021-04-19,Key Management Personnel (KMP),kmp,clearance_required,workable,
AEL,AMPLITUDE ENERGY LIMITED,502300392,Energy,2021-04-19,CCPE,associate,clearance_required,workable,
AEL,AMPLITUDE ENERGY LIMITED,502300392,Energy,2021-04-19,Other Designated Persons,other,clearance_required,workable,
AEL,AMPLITUDE ENERGY LIMITED,502300392,Energy,2021-04-19,Other Employees,all_staff,notification_required,workable,
AEL,AMPLITUDE ENERGY LIMITED,502300392,Energy,2021-04-19,Directors (other than Chairman),director,clearance_required,workable,
AEL,AMPLITUDE ENERGY LIMITED,502300392,Energy,2021-04-19,Chairman,director,clearance_required,workable,
JMS,JUPITER MINES LIMITED.,501291891,Materials,2018-04-16,Personnel,restricted,clearance_required,blocked_loan,
JMS,JUPITER MINES LIMITED.,501291891,Materials,2018-04-16,Directors and Senior Executives,kmp,notification_required,blocked_loan,
JMS,JUPITER MINES LIMITED.,501291891,Materials,2018-04-16,Chief Executive Officer,kmp,clearance_required,blocked_loan,
JMS,JUPITER MINES LIMITED.,501291891,Materials,2018-04-16,Chairman,director,clearance_required,blocked_loan,
JMS,JUPITER MINES LIMITED.,501291891,Materials,2018-04-16,Associate,associate,clearance_required,blocked_loan,
EOL,ENERGY ONE LIMITED,500969790,Software & Services,2025-02-20,EOL Staff,restricted,blocked,blocked_hedge,"hedging: EOL Staff (including Connected Parties) are not permitted to undertake any short-term, short selling, speculative, hedge | derivatives: EOL Staff (including Connected Parties) are not permitted to undertake any short-term, short selling, speculative, hedge"
EOL,ENERGY ONE LIMITED,500969790,Software & Services,2025-02-20,Connected Parties,associate,blocked,blocked_hedge,"hedging: EOL Staff (including Connected Parties) are not permitted to undertake any short-term, short selling, speculative, hedge | derivatives: EOL Staff (including Connected Parties) are not permitted to undertake any short-term, short selling, speculative, hedge"
EOL,ENERGY ONE LIMITED,500969790,Software & Services,2025-02-20,KMP,kmp,blocked,blocked_hedge,"hedging: EOL Staff (including Connected Parties) are not permitted to undertake any short-term, short selling, speculative, hedge | derivatives: EOL Staff (including Connected Parties) are not permitted to undertake any short-term, short selling, speculative, hedge"
EOL,ENERGY ONE LIMITED,500969790,Software & Services,2025-02-20,Senior Finance Staff,kmp,blocked,blocked_hedge,"hedging: EOL Staff (including Connected Parties) are not permitted to undertake any short-term, short selling, speculative, hedge | derivatives: EOL Staff (including Connected Parties) are not permitted to undertake any short-term, short selling, speculative, hedge"
WMX,WAM INCOME MAXIMISER LIMITED,487435413,Not Applic,2025-04-28,Restricted Persons,restricted,blocked,blocked_hedge,hedging: A Restricted Person must not enter into hedging arrangements with respect to securities in the Company (including any sh | derivatives: A Restricted Person must not enter into hedging arrangements with respect to securities in the Company (including any sh
WMX,WAM INCOME MAXIMISER LIMITED,487435413,Not Applic,2025-04-28,Associated parties,associate,unclear,blocked_hedge,
MM8,MEDALLION METALS LIMITED.,487337736,Materials,2021-03-18,Company Officer,all_staff,clearance_required,workable,
MM8,MEDALLION METALS LIMITED.,487337736,Materials,2021-03-18,Directors,director,clearance_required,workable,
MM8,MEDALLION METALS LIMITED.,487337736,Materials,2021-03-18,Designated Persons,other,clearance_required,workable,
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED,482282988,Not Applic,2021-05-31,KMP,kmp,clearance_required,workable,
IEL,IDP EDUCATION LIMITED,481521645,Consumer Services,2021-12-16,Company Personnel,all_staff,clearance_required,blocked_loan,
IEL,IDP EDUCATION LIMITED,481521645,Consumer Services,2021-12-16,Designated Officers,kmp,clearance_required,blocked_loan,
IEL,IDP EDUCATION LIMITED,481521645,Consumer Services,2021-12-16,Connected Persons,associate,unclear,blocked_loan,
PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,473875221,Not Applic,2025-12-03,Restricted Person,kmp,clearance_required,loan_margin_features_banned,
PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,473875221,Not Applic,2025-12-03,Associates,associate,clearance_required,loan_margin_features_banned,
OBL,OMNI BRIDGEWAY LIMITED,472116815,Financial Services,2026-07-30,Manager,kmp,clearance_required,workable,
OBL,OMNI BRIDGEWAY LIMITED,472116815,Financial Services,2026-07-30,Restricted Person,restricted,clearance_required,workable,
OBL,OMNI BRIDGEWAY LIMITED,472116815,Financial Services,2026-07-30,Chair,director,clearance_required,workable,
OBL,OMNI BRIDGEWAY LIMITED,472116815,Financial Services,2026-07-30,Director (other than chairperson),director,clearance_required,workable,
OBL,OMNI BRIDGEWAY LIMITED,472116815,Financial Services,2026-07-30,Associate,associate,clearance_required,workable,
BFG,BELL FINANCIAL GROUP LIMITED,466682444,Financial Services,2010-12-22,Staff,all_staff,unclear,workable,
BFG,BELL FINANCIAL GROUP LIMITED,466682444,Financial Services,2010-12-22,Designated Persons,restricted,clearance_required,workable,
CDP,CARINDALE PROPERTY TRUST,456709416,Equity Real Estate Investment Trusts (REITs),2024-02-23,All Employees,all_staff,clearance_required,loan_margin_features_banned,
CDP,CARINDALE PROPERTY TRUST,456709416,Equity Real Estate Investment Trusts (REITs),2024-02-23,Restricted Persons,restricted,clearance_required,loan_margin_features_banned,
CDP,CARINDALE PROPERTY TRUST,456709416,Equity Real Estate Investment Trusts (REITs),2024-02-23,Specified Persons,kmp,clearance_required,loan_margin_features_banned,
CDP,CARINDALE PROPERTY TRUST,456709416,Equity Real Estate Investment Trusts (REITs),2024-02-23,Designated Persons,kmp,clearance_required,loan_margin_features_banned,
CDP,CARINDALE PROPERTY TRUST,456709416,Equity Real Estate Investment Trusts (REITs),2024-02-23,Other Restricted Persons,restricted,clearance_required,loan_margin_features_banned,
CDP,CARINDALE PROPERTY TRUST,456709416,Equity Real Estate Investment Trusts (REITs),2024-02-23,Associate,associate,clearance_required,loan_margin_features_banned,
PFP,PROPEL FUNERAL PARTNERS LIMITED,451173652,Consumer Services,2017-11-21,Restricted Persons,restricted,clearance_required,workable,
PFP,PROPEL FUNERAL PARTNERS LIMITED,451173652,Consumer Services,2017-11-21,Directors,director,unclear,workable,
PFP,PROPEL FUNERAL PARTNERS LIMITED,451173652,Consumer Services,2017-11-21,Associated Party,associate,unclear,workable,
JIN,JUMBO INTERACTIVE LIMITED,451066446,Consumer Services,2026-08-26,Employees,all_staff,blocked,blocked_hedge,"hedging: Employees must not engage in hedging arrangements, deal in derivatives or enter into other arrangements that limit the e | derivatives: Employees must not engage in hedging arrangements, deal in derivatives or enter into other arrangements that limit the e"
JIN,JUMBO INTERACTIVE LIMITED,451066446,Consumer Services,2026-08-26,Designated Employees,kmp,blocked,blocked_hedge,"hedging: Employees must not engage in hedging arrangements, deal in derivatives or enter into other arrangements that limit the e | derivatives: Employees must not engage in hedging arrangements, deal in derivatives or enter into other arrangements that limit the e"
JIN,JUMBO INTERACTIVE LIMITED,451066446,Consumer Services,2026-08-26,Directors,director,blocked,blocked_hedge,"hedging: Employees must not engage in hedging arrangements, deal in derivatives or enter into other arrangements that limit the e | derivatives: Employees must not engage in hedging arrangements, deal in derivatives or enter into other arrangements that limit the e"
JIN,JUMBO INTERACTIVE LIMITED,451066446,Consumer Services,2026-08-26,Associate,associate,blocked,blocked_hedge,"hedging: Employees must not engage in hedging arrangements, deal in derivatives or enter into other arrangements that limit the e | derivatives: Employees must not engage in hedging arrangements, deal in derivatives or enter into other arrangements that limit the e"
RAC,RACURA ONCOLOGY LTD,439194426,"Pharmaceuticals, Biotechnology & Life Sciences",2025-10-23,Applicable Personnel,other,clearance_required,workable,
RAC,RACURA ONCOLOGY LTD,439194426,"Pharmaceuticals, Biotechnology & Life Sciences",2025-10-23,Chairman of the Board,director,clearance_required,workable,
RAC,RACURA ONCOLOGY LTD,439194426,"Pharmaceuticals, Biotechnology & Life Sciences",2025-10-23,Directors,director,clearance_required,workable,
RAC,RACURA ONCOLOGY LTD,439194426,"Pharmaceuticals, Biotechnology & Life Sciences",2025-10-23,Associates,associate,clearance_required,workable,
REV,REVOLUTION PRIVATE CREDIT INCOME TRUST,437305906,Not Applic,2025-09-17,EQT Persons,other,clearance_required,workable,
REV,REVOLUTION PRIVATE CREDIT INCOME TRUST,437305906,Not Applic,2025-09-17,LIT Partners,other,notification_required,workable,
REV,REVOLUTION PRIVATE CREDIT INCOME TRUST,437305906,Not Applic,2025-09-17,LIT Persons,other,clearance_required,workable,
REV,REVOLUTION PRIVATE CREDIT INCOME TRUST,437305906,Not Applic,2025-09-17,Connected Persons,associate,clearance_required,workable,
GTK,GENTRACK GROUP LIMITED,436340823,Software & Services,2014-06-24,All Personnel,all_staff,unclear,workable,
GTK,GENTRACK GROUP LIMITED,436340823,Software & Services,2014-06-24,Directors and Chief Executive,director,unclear,workable,
GTK,GENTRACK GROUP LIMITED,436340823,Software & Services,2014-06-24,Related persons,associate,unclear,workable,
AX1,ACCENT GROUP LIMITED,429847757,Consumer Discretionary Distribution & Retail,2020-08-30,Chair of the Board,director,clearance_required,workable,
AX1,ACCENT GROUP LIMITED,429847757,Consumer Discretionary Distribution & Retail,2020-08-30,Directors and Officers,director,clearance_required,workable,
AX1,ACCENT GROUP LIMITED,429847757,Consumer Discretionary Distribution & Retail,2020-08-30,Designated Officers,kmp,clearance_required,workable,
AX1,ACCENT GROUP LIMITED,429847757,Consumer Discretionary Distribution & Retail,2020-08-30,"Directors, Officers and Designated Officers",kmp,clearance_required,workable,
AX1,ACCENT GROUP LIMITED,429847757,Consumer Discretionary Distribution & Retail,2020-08-30,Employees,all_staff,available,workable,
AX1,ACCENT GROUP LIMITED,429847757,Consumer Discretionary Distribution & Retail,2020-08-30,Connected Persons,associate,clearance_required,workable,
AVH,AVITA MEDICAL INC.,428336831,"Pharmaceuticals, Biotechnology & Life Sciences",2024-06-13,All Persons,all_staff,blocked,blocked_hedge,"hedging: you are prohibited from purchasing or using, directly or indirectly, financial instruments (e.g., swaps, collars, forwar"
AVH,AVITA MEDICAL INC.,428336831,"Pharmaceuticals, Biotechnology & Life Sciences",2024-06-13,Designated Persons,kmp,blocked,blocked_hedge,"hedging: you are prohibited from purchasing or using, directly or indirectly, financial instruments (e.g., swaps, collars, forwar"
AVH,AVITA MEDICAL INC.,428336831,"Pharmaceuticals, Biotechnology & Life Sciences",2024-06-13,Section 16 Individuals,director,blocked,blocked_hedge,"hedging: you are prohibited from purchasing or using, directly or indirectly, financial instruments (e.g., swaps, collars, forwar"
AVH,AVITA MEDICAL INC.,428336831,"Pharmaceuticals, Biotechnology & Life Sciences",2024-06-13,Restricted Persons,associate,blocked,blocked_hedge,"hedging: you are prohibited from purchasing or using, directly or indirectly, financial instruments (e.g., swaps, collars, forwar"
BLX,BEACON LIGHTING GROUP LIMITED,426576392,Consumer Discretionary Distribution & Retail,2014-04-11,Designated Officer,kmp,clearance_required,workable,
BLX,BEACON LIGHTING GROUP LIMITED,426576392,Consumer Discretionary Distribution & Retail,2014-04-11,Team Member,all_staff,clearance_required,workable,
BLX,BEACON LIGHTING GROUP LIMITED,426576392,Consumer Discretionary Distribution & Retail,2014-04-11,Associate,associate,clearance_required,workable,
MGX,MGX RESOURCES LIMITED,424954345,Materials,2010-12-23,Key Management Personnel,kmp,clearance_required,workable,
MGX,MGX RESOURCES LIMITED,424954345,Materials,2010-12-23,Directors,director,clearance_required,workable,
MGX,MGX RESOURCES LIMITED,424954345,Materials,2010-12-23,Chairman,other,clearance_required,workable,
MGX,MGX RESOURCES LIMITED,424954345,Materials,2010-12-23,Associates,associate,clearance_required,workable,
SKT,SKY NETWORK TELEVISION LIMITED.,424039031,Media & Entertainment,2011-03-02,All Officers and Employees,all_staff,unclear,workable,
SKT,SKY NETWORK TELEVISION LIMITED.,424039031,Media & Entertainment,2011-03-02,Directors and Officers,kmp,unclear,workable,
SKT,SKY NETWORK TELEVISION LIMITED.,424039031,Media & Entertainment,2011-03-02,Key Management Personnel,kmp,unclear,workable,
SKT,SKY NETWORK TELEVISION LIMITED.,424039031,Media & Entertainment,2011-03-02,Controlled Companies and Trusts,associate,unclear,workable,
KSC,K & S CORPORATION LIMITED,418068538,Transportation,2010-11-25,Directors and employees,all_staff,unclear,workable,
KSC,K & S CORPORATION LIMITED,418068538,Transportation,2010-11-25,Directors and Senior Executives,kmp,unclear,workable,
KSC,K & S CORPORATION LIMITED,418068538,Transportation,2010-11-25,"Directors, Secretary and Senior Executives",kmp,unclear,workable,
KSC,K & S CORPORATION LIMITED,418068538,Transportation,2010-11-25,Family members,associate,unclear,workable,
CUV,CLINUVEL PHARMACEUTICALS LIMITED,415525880,"Pharmaceuticals, Biotechnology & Life Sciences",2024-12-18,"Directors, Employees and Consultants",all_staff,clearance_required,workable,
CUV,CLINUVEL PHARMACEUTICALS LIMITED,415525880,"Pharmaceuticals, Biotechnology & Life Sciences",2024-12-18,CEO,kmp,clearance_required,workable,
CUV,CLINUVEL PHARMACEUTICALS LIMITED,415525880,"Pharmaceuticals, Biotechnology & Life Sciences",2024-12-18,Directors,director,notification_required,workable,
CUV,CLINUVEL PHARMACEUTICALS LIMITED,415525880,"Pharmaceuticals, Biotechnology & Life Sciences",2024-12-18,Connected persons,associate,clearance_required,workable,
STX,STRIKE ENERGY LIMITED,413930655,Energy,2020-09-04,Strike personnel,all_staff,clearance_required,workable,
STX,STRIKE ENERGY LIMITED,413930655,Energy,2020-09-04,Directors,director,clearance_required,workable,
STX,STRIKE ENERGY LIMITED,413930655,Energy,2020-09-04,Managing Director,kmp,clearance_required,workable,
STX,STRIKE ENERGY LIMITED,413930655,Energy,2020-09-04,Chair,director,clearance_required,workable,
STX,STRIKE ENERGY LIMITED,413930655,Energy,2020-09-04,Associated persons,associate,clearance_required,workable,
BCN,BEACON MINERALS LIMITED,411865159,Materials,2010-12-16,Employees,all_staff,blocked,blocked_hedge,"hedging: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f | derivatives: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f"
BCN,BEACON MINERALS LIMITED,411865159,Materials,2010-12-16,Directors,director,blocked,blocked_hedge,"hedging: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f | derivatives: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f"
BCN,BEACON MINERALS LIMITED,411865159,Materials,2010-12-16,Managing Director,kmp,blocked,blocked_hedge,"hedging: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f | derivatives: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f"
BCN,BEACON MINERALS LIMITED,411865159,Materials,2010-12-16,Chairman,director,blocked,blocked_hedge,"hedging: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f | derivatives: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f"
BCN,BEACON MINERALS LIMITED,411865159,Materials,2010-12-16,Associates,associate,blocked,blocked_hedge,"hedging: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f | derivatives: Employees and directors are not permitted to deal at any time in financial products such as warrants, futures or other f"
AZY,ANTIPA MINERALS LIMITED,411462236,Materials,2017-11-30,Key Management Personnel,kmp,unclear,workable,
AZY,ANTIPA MINERALS LIMITED,411462236,Materials,2017-11-30,Chairman,director,unclear,workable,
AZY,ANTIPA MINERALS LIMITED,411462236,Materials,2017-11-30,Associates,associate,unclear,workable,
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,2020-12-07,Employees,all_staff,clearance_required,workable,
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,2020-12-07,Restricted Persons,restricted,clearance_required,workable,
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,2020-12-07,Senior Executives,kmp,unclear,workable,
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,2020-12-07,Nominated Employees,restricted,unclear,workable,
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,2020-12-07,Directors,director,unclear,workable,
