symbol,name,market_cap,industry,status,source,policy_date,headline,document_key,pdf,text_chars
AEL,AMPLITUDE ENERGY LIMITED,502300392,Energy,ok,asx,2021-04-19,Updated Securities Dealing Policy,2924-02364770-2A1293265,/Users/gazmart/code/asx-trading-policies/data/pdf/AEL.pdf,22449
JMS,JUPITER MINES LIMITED.,501291891,Materials,ok,asx,2018-04-16,Securities Trading Policy,2995-01971520-6A879771,/Users/gazmart/code/asx-trading-policies/data/pdf/JMS.pdf,13755
EOL,ENERGY ONE LIMITED,500969790,Software & Services,ok,asx,2025-02-20,EOL Share Trading Policy Update,2924-02915770-2A1579628,/Users/gazmart/code/asx-trading-policies/data/pdf/EOL.pdf,15346
WMX,WAM INCOME MAXIMISER LIMITED,487435413,Not Applic,ok,asx,2025-04-28,Trading Policies,2924-02939904-2A1593014,/Users/gazmart/code/asx-trading-policies/data/pdf/WMX.pdf,16766
MM8,MEDALLION METALS LIMITED.,487337736,Materials,ok,asx,2021-03-18,Securities Trading Policy,2924-02355288-6A1025300,/Users/gazmart/code/asx-trading-policies/data/pdf/MM8.pdf,21382
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED,482282988,Not Applic,ok,asx,2021-05-31,Updated Securities Trading Policy,2924-02379965-2A1300807,/Users/gazmart/code/asx-trading-policies/data/pdf/ALI.pdf,11909
IEL,IDP EDUCATION LIMITED,481521645,Consumer Services,ok,asx,2021-12-16,Securities Trading Policy,2924-02467732-3A583945,/Users/gazmart/code/asx-trading-policies/data/pdf/IEL.pdf,22532
OCA,OCEANIA HEALTHCARE LIMITED,474371325,Health Care Equipment & Services,no_policy_found,,,,,,0
PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,473875221,Not Applic,ok,asx,2025-12-03,Amended Securities Trading Policy,2924-03032829-2A1640754,/Users/gazmart/code/asx-trading-policies/data/pdf/PIC.pdf,15930
OBL,OMNI BRIDGEWAY LIMITED,472116815,Financial Services,ok,asx,2026-07-30,Revised Security Trading Policy,2924-03115899-6A1336284,/Users/gazmart/code/asx-trading-policies/data/pdf/OBL.pdf,26448
BFG,BELL FINANCIAL GROUP LIMITED,466682444,Financial Services,ok,asx,2010-12-22,Trading policy,2995-01136447-3A348040,/Users/gazmart/code/asx-trading-policies/data/pdf/BFG.pdf,19820
CDP,CARINDALE PROPERTY TRUST,456709416,Equity Real Estate Investment Trusts (REITs),ok,asx,2024-02-23,Revised Security Trading Policy,2924-02776516-2A1507035,/Users/gazmart/code/asx-trading-policies/data/pdf/CDP.pdf,29279
PFP,PROPEL FUNERAL PARTNERS LIMITED,451173652,Consumer Services,ok,asx,2017-11-21,Securities Trading Policy,2995-01924038-2A1050769,/Users/gazmart/code/asx-trading-policies/data/pdf/PFP.pdf,13338
JIN,JUMBO INTERACTIVE LIMITED,451066446,Consumer Services,ok,asx,2026-08-26,Updated Securities Trading Policy,2924-03126848-2A1692462,/Users/gazmart/code/asx-trading-policies/data/pdf/JIN.pdf,20588
RAC,RACURA ONCOLOGY LTD,439194426,"Pharmaceuticals, Biotechnology & Life Sciences",ok,asx,2025-10-23,Revised Trading Policy,2924-03012648-2A1631147,/Users/gazmart/code/asx-trading-policies/data/pdf/RAC.pdf,17748
REV,REVOLUTION PRIVATE CREDIT INCOME TRUST,437305906,Not Applic,ok,asx,2025-09-17,Trading Policy,2924-02994798-2A1622245,/Users/gazmart/code/asx-trading-policies/data/pdf/REV.pdf,13665
GTK,GENTRACK GROUP LIMITED,436340823,Software & Services,ok,asx,2014-06-24,Share Trading Policy,2995-01527934-3A407870,/Users/gazmart/code/asx-trading-policies/data/pdf/GTK.pdf,15493
AX1,ACCENT GROUP LIMITED,429847757,Consumer Discretionary Distribution & Retail,ok,asx,2020-08-30,Updated Policy for Dealing in Securities,2924-02274402-2A1246535,/Users/gazmart/code/asx-trading-policies/data/pdf/AX1.pdf,23285
AVH,AVITA MEDICAL INC.,428336831,"Pharmaceuticals, Biotechnology & Life Sciences",ok,asx,2024-06-13,Updated Insider Trading & Securities Dealing Policy,2924-02817222-3A644293,/Users/gazmart/code/asx-trading-policies/data/pdf/AVH.pdf,30570
BLX,BEACON LIGHTING GROUP LIMITED,426576392,Consumer Discretionary Distribution & Retail,ok,asx,2014-04-11,Securities Trading Policy,2995-01508616-3A404898,/Users/gazmart/code/asx-trading-policies/data/pdf/BLX.pdf,14340
MGX,MGX RESOURCES LIMITED,424954345,Materials,ok,asx,2010-12-23,Dealing in Securities Policy,2995-01136842-6A522347,/Users/gazmart/code/asx-trading-policies/data/pdf/MGX.pdf,12157
SKT,SKY NETWORK TELEVISION LIMITED.,424039031,Media & Entertainment,ok,asx,2011-03-02,SKY`s Insider Trading Policy,2995-01158012-2A626409,/Users/gazmart/code/asx-trading-policies/data/pdf/SKT.pdf,12035
MMI,METRO MINING LIMITED,419109074,Materials,no_policy_found,,,,,,0
KSC,K & S CORPORATION LIMITED,418068538,Transportation,ok,asx,2010-11-25,Securities Trading Policy,2995-01125539-5A180727,/Users/gazmart/code/asx-trading-policies/data/pdf/KSC.pdf,12759
CUV,CLINUVEL PHARMACEUTICALS LIMITED,415525880,"Pharmaceuticals, Biotechnology & Life Sciences",ok,asx,2024-12-18,Revised Securities Trading Policy,2924-02896479-3A658491,/Users/gazmart/code/asx-trading-policies/data/pdf/CUV.pdf,26402
STX,STRIKE ENERGY LIMITED,413930655,Energy,ok,asx,2020-09-04,Update To Securities Trading Policy,2924-02277578-6A994682,/Users/gazmart/code/asx-trading-policies/data/pdf/STX.pdf,20189
BCN,BEACON MINERALS LIMITED,411865159,Materials,ok,asx,2010-12-16,Security Trading Policy,2995-01133311-6A520818,/Users/gazmart/code/asx-trading-policies/data/pdf/BCN.pdf,12146
AZY,ANTIPA MINERALS LIMITED,411462236,Materials,ok,asx,2017-11-30,Security Trading Policy,2995-01928933-6A863502,/Users/gazmart/code/asx-trading-policies/data/pdf/AZY.pdf,18248
CRN,CORONADO GLOBAL RESOURCES INC.,410731164,Materials,ok,asx,2020-12-07,Securities Dealing Policy,2924-02319496-2A1268852,/Users/gazmart/code/asx-trading-policies/data/pdf/CRN.pdf,20164
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,409881060,Equity Real Estate Investment Trusts (REITs),ok,asx,2022-09-15,Securities Trading Policy,2924-02568680-2A1398740,/Users/gazmart/code/asx-trading-policies/data/pdf/HCW.pdf,37234
KGL,KGL RESOURCES LIMITED,408850338,Materials,ok,asx,2010-12-30,Securities Trading Policy,2995-01138774-3A348361,/Users/gazmart/code/asx-trading-policies/data/pdf/KGL.pdf,22907
IGL,IVE GROUP LIMITED,405726392,Media & Entertainment,ok,asx,2024-08-25,Updated Securities Dealing Policy,2924-02842962-2A1543134,/Users/gazmart/code/asx-trading-policies/data/pdf/IGL.pdf,27538
WHI,WHITEFIELD INCOME LIMITED,405566025,Not Applic,ok,asx,2024-12-09,Securities Trading Policy,2924-02892369-2A1567478,/Users/gazmart/code/asx-trading-policies/data/pdf/WHI.pdf,3234
PE1,PENGANA PRIVATE EQUITY TRUST,397089184,Not Applic,ok,asx,2024-04-22,Updated Securities Trading Policy,2924-02797924-2A1518785,/Users/gazmart/code/asx-trading-policies/data/pdf/PE1.pdf,28493
AFP,AFT PHARMACEUTICALS LIMITED,394328722,"Pharmaceuticals, Biotechnology & Life Sciences",no_policy_found,,,,,,0
SGQ,ST GEORGE MINING LIMITED,394315355,Materials,ok,asx,2010-12-21,Securities Trading Policy,2995-01135227-6A521676,/Users/gazmart/code/asx-trading-policies/data/pdf/SGQ.pdf,16706
WLC,WHITEROCK LITHIUM CORP.,393063309,Class Pend,ok,asx,2026-08-20,Securities Trading Policy,2924-03123706-6A1339492,/Users/gazmart/code/asx-trading-policies/data/pdf/WLC.pdf,16872
WMI,WAM MICROCAP LIMITED,391058911,Not Applic,ok,asx,2017-06-27,Trading Policy,2995-01869013-2A1020909,/Users/gazmart/code/asx-trading-policies/data/pdf/WMI.pdf,17262
TYR,TYRO PAYMENTS LIMITED,388691598,Financial Services,ok,asx,2020-09-13,Securities Trading Policy,2924-02280266-2A1249696,/Users/gazmart/code/asx-trading-policies/data/pdf/TYR.pdf,30546
AFG,AUSTRALIAN FINANCE GROUP LTD,388500355,Financial Services,ok,asx,2015-05-21,Securities Trading Policy,2995-01627331-6A720344,/Users/gazmart/code/asx-trading-policies/data/pdf/AFG.pdf,26953
KOA,THE KOALA COMPANY LIMITED,385361716,Consumer Discretionary Distribution & Retail,ok,asx,2026-03-30,Securities Trading Policy,2924-03073466-2A1663095,/Users/gazmart/code/asx-trading-policies/data/pdf/KOA.pdf,17687
BTL,BEETALOO ENERGY AUSTRALIA LIMITED,384348581,Energy,no_policy_found,,,,,,0
TGN,TUNGSTEN MINING NL,383993557,Materials,ok,asx,2015-04-22,Revised Securities Trading Policy,2995-01618131-6A716520,/Users/gazmart/code/asx-trading-policies/data/pdf/TGN.pdf,4254
HZN,HORIZON OIL LIMITED,383324509,Energy,ok,asx,2018-08-23,Securities Trading Policy,2995-02013550-2A1099062,/Users/gazmart/code/asx-trading-policies/data/pdf/HZN.pdf,14864
TTX,TETRATHERIX LIMITED,381489256,"Pharmaceuticals, Biotechnology & Life Sciences",ok,asx,2025-06-27,Share Trading Policy,2924-02961287-2A1604516,/Users/gazmart/code/asx-trading-policies/data/pdf/TTX.pdf,32476
DXC,DEXUS CONVENIENCE RETAIL REIT,380179363,Equity Real Estate Investment Trusts (REITs),ok,asx,2021-10-21,Securities trading policy update,2924-02439433-3A578900,/Users/gazmart/code/asx-trading-policies/data/pdf/DXC.pdf,17141
OMA,OMEGA OIL & GAS LIMITED,378519580,Energy,ok,asx,2026-04-09,Updated Securities Trading Policy,2924-03077221-2A1665510,/Users/gazmart/code/asx-trading-policies/data/pdf/OMA.pdf,32887
ACF,ACROW LIMITED,378184486,Capital Goods,ok,asx,2023-03-01,Securities Trading Policy,2924-02638853-6A1138944,/Users/gazmart/code/asx-trading-policies/data/pdf/ACF.pdf,38961
DTR,DATELINE RESOURCES LIMITED,377347526,Materials,no_policy_found,,,,,,0
SLS,SOLSTICE MINERALS LIMITED,377031245,Materials,ok,asx,2022-08-30,Revised Securities Trading Policy,2924-02561196-6A1106909,/Users/gazmart/code/asx-trading-policies/data/pdf/SLS.pdf,26592
MEK,MEEKA METALS LIMITED,372233169,Materials,no_policy_found,,,,,,0
RMC,RESIMAC GROUP LTD,371797271,Financial Services,ok,asx,2010-12-20,Trading Policy,2995-01134985-2A618285,/Users/gazmart/code/asx-trading-policies/data/pdf/RMC.pdf,10792
SVL,SILVER MINES LIMITED,366196741,Materials,ok,asx,2010-12-29,Amended Securities Trading Policy,2995-01138141-2A619455,/Users/gazmart/code/asx-trading-policies/data/pdf/SVL.pdf,11174
RG8,REGAL ASIAN INVESTMENTS LIMITED,365277533,Not Applic,ok,asx,2024-10-24,Revised Securities Trading Policy,2924-02871370-2A1557768,/Users/gazmart/code/asx-trading-policies/data/pdf/RG8.pdf,28026
AAR,ASTRAL RESOURCES NL,361761936,Materials,ok,asx,2020-06-30,Securities Trading Policy,2924-02249804-6A984477,/Users/gazmart/code/asx-trading-policies/data/pdf/AAR.pdf,19625
AGI,AINSWORTH GAME TECHNOLOGY LIMITED,360369504,Consumer Services,ok,asx,2010-12-15,Release re Securities Trading Policy,2995-01132904-2A617496,/Users/gazmart/code/asx-trading-policies/data/pdf/AGI.pdf,15679
GDI,GDI PROPERTY GROUP,356282840,Equity Real Estate Investment Trusts (REITs),ok,asx,2015-07-29,Updated Securities Trading Policy,2995-01645206-2A869495,/Users/gazmart/code/asx-trading-policies/data/pdf/GDI.pdf,252
TRE,TOUBANI RESOURCES LIMITED,354357498,Materials,ok,asx,2022-11-24,Securities Trading Policy,2924-02603171-6A1124308,/Users/gazmart/code/asx-trading-policies/data/pdf/TRE.pdf,19347
KSL,KINA SECURITIES LIMITED,351727094,Banks,ok,asx,2016-06-23,Updated trading policy,2995-01751227-2A957111,/Users/gazmart/code/asx-trading-policies/data/pdf/KSL.pdf,18876
ALR,ALTAIR MINERALS LIMITED,351333447,Materials,no_policy_found,,,,,,0
TOK,TOLU MINERALS LIMITED.,350529949,Materials,ok,asx,2023-11-09,Securities Trading Policy,2924-02737886-6A1179673,/Users/gazmart/code/asx-trading-policies/data/pdf/TOK.pdf,29816
BM1,BALLARD MINING LIMITED,347773440,Materials,ok,asx,2025-07-10,Security Trading Policy,2924-02966527-6A1272567,/Users/gazmart/code/asx-trading-policies/data/pdf/BM1.pdf,19764
MYR,MYER HOLDINGS LIMITED,346149240,Consumer Discretionary Distribution & Retail,ok,asx,2017-05-11,MYR Securities Dealings Policy,2995-01856579-3A470169,/Users/gazmart/code/asx-trading-policies/data/pdf/MYR.pdf,28908
STN,SATURN METALS LIMITED,345411554,Materials,ok,asx,2018-03-07,Securities Trading Policy,2995-01959374-6A874986,/Users/gazmart/code/asx-trading-policies/data/pdf/STN.pdf,17296
DN1,DOMINION INCOME TRUST 1,344931000,Not Applic,ok,asx,2025-02-28,Trading Policy,2924-02919747-2A1581808,/Users/gazmart/code/asx-trading-policies/data/pdf/DN1.pdf,13665
SPL,STARPHARMA HOLDINGS LIMITED,343479563,"Pharmaceuticals, Biotechnology & Life Sciences",ok,asx,2015-04-22,Securities Dealing Policy,2995-01618114-3A422207,/Users/gazmart/code/asx-trading-policies/data/pdf/SPL.pdf,18915
ASG,AUTOSPORTS GROUP LIMITED.,342987471,Consumer Discretionary Distribution & Retail,ok,asx,2025-06-25,Revised Securities Dealing Policy,2924-02960283-2A1603929,/Users/gazmart/code/asx-trading-policies/data/pdf/ASG.pdf,15681
KGN,KOGAN.COM LTD,341260722,Consumer Discretionary Distribution & Retail,ok,asx,2016-07-07,Security Trading Policy,2995-01755588-3A451978,/Users/gazmart/code/asx-trading-policies/data/pdf/KGN.pdf,23745
HCH,HOT CHILI LIMITED,339860274,Materials,ok,asx,2010-12-30,Securities Dealing Policy,2995-01138537-6A523075,/Users/gazmart/code/asx-trading-policies/data/pdf/HCH.pdf,11030
INR,IONEER LTD,339640878,Materials,no_policy_found,,,,,,0
SVM,SOVEREIGN METALS LIMITED,337820020,Materials,ok,asx,2022-04-08,Securities Trading Policy,2924-02508915-6A1086064,/Users/gazmart/code/asx-trading-policies/data/pdf/SVM.pdf,40063
SPZ,SMART PARKING LIMITED,336505416,Commercial & Professional Services,no_policy_found,,,,,,0
PC2,PC GOLD LTD,332363233,Materials,ok,asx,2025-10-17,Trading Policy,2924-03009805-6A1291018,/Users/gazmart/code/asx-trading-policies/data/pdf/PC2.pdf,27542
CEL,CHALLENGER GOLD LIMITED,326876045,Materials,ok,asx,2020-11-13,Revised Trading Policy,2924-02308785-6A1007129,/Users/gazmart/code/asx-trading-policies/data/pdf/CEL.pdf,19578
GRX,GREENX METALS LIMITED,326308048,Materials,ok,asx,2016-10-21,Securities Trading Policy,2995-01792524-6A795433,/Users/gazmart/code/asx-trading-policies/data/pdf/GRX.pdf,51068
MM1,MIDAS MINERALS LTD,326085716,Materials,ok,asx,2024-11-18,Securities Trading Policy,2924-02882165-6A1238147,/Users/gazmart/code/asx-trading-policies/data/pdf/MM1.pdf,27148
AS1,ASARA RESOURCES LIMITED,323694479,Materials,ok,asx,2020-07-13,Securities Trading Policy,2924-02254297-6A986133,/Users/gazmart/code/asx-trading-policies/data/pdf/AS1.pdf,18290
CUP,COUNT LIMITED,322709896,Commercial & Professional Services,ok,asx,2023-08-29,Revised Securities Trading Policy,2924-02704568-2A1470187,/Users/gazmart/code/asx-trading-policies/data/pdf/CUP.pdf,23085
COG,COG FINANCIAL SERVICES LIMITED,322042309,Financial Services,ok,asx,2021-09-01,Updated Share Trading Policy,2924-02416466-2A1320665,/Users/gazmart/code/asx-trading-policies/data/pdf/COG.pdf,18265
SVR,SOLVAR LIMITED,318008044,Financial Services,ok,asx,2026-05-26,Revised Share Trading Policy,2924-03093765-3A694033,/Users/gazmart/code/asx-trading-policies/data/pdf/SVR.pdf,15146
PPS,PRAEMIUM LIMITED,316857085,Software & Services,ok,asx,2010-12-31,PPS Trading Policy,2995-01139078-3A348395,/Users/gazmart/code/asx-trading-policies/data/pdf/PPS.pdf,25639
PBH,POINTSBET HOLDINGS LIMITED,316303790,Consumer Services,ok,asx,2019-06-11,Securities Trading Policy,2924-02113096-3A517749,/Users/gazmart/code/asx-trading-policies/data/pdf/PBH.pdf,25590
PAC,PACIFIC CURRENT GROUP LIMITED,315159229,Financial Services,ok,asx,2026-05-31,Securities Trading Policy,2924-03095767-2A1674820,/Users/gazmart/code/asx-trading-policies/data/pdf/PAC.pdf,24859
CYM,CYPRIUM METALS LIMITED,312163055,Materials,ok,asx,2024-06-27,Securities Trading Policy,2924-02821904-6A1213383,/Users/gazmart/code/asx-trading-policies/data/pdf/CYM.pdf,25167
BGD,BARTON GOLD HOLDINGS LIMITED,311651500,Materials,ok,asx,2025-04-29,Revised Securities Trading Policy,2924-02940535-6A1261991,/Users/gazmart/code/asx-trading-policies/data/pdf/BGD.pdf,21168
APX,APPEN LIMITED,311487432,Software & Services,ok,asx,2016-08-26,Securities Dealing Policy,2995-01772222-2A968637,/Users/gazmart/code/asx-trading-policies/data/pdf/APX.pdf,17568
CTM,CENTAURUS METALS LIMITED,311384826,Materials,ok,asx,2010-12-29,Share Trading Policy,2995-01138170-6A522913,/Users/gazmart/code/asx-trading-policies/data/pdf/CTM.pdf,11255
KP2,KORE POTASH PLC,310556299,Materials,ok,asx,2017-11-06,Securities Trading Policy,2995-01918659-6A859527,/Users/gazmart/code/asx-trading-policies/data/pdf/KP2.pdf,24577
HLS,HEALIUS LIMITED,308625989,Health Care Equipment & Services,ok,asx,2025-08-05,Updated Policy on Trading in Healius Securities,2924-02975527-2A1611972,/Users/gazmart/code/asx-trading-policies/data/pdf/HLS.pdf,23515
MTM,METALLIUM LIMITED,308396780,Materials,ok,asx,2021-07-13,Securities Trading Policy,2924-02394844-6A1040631,/Users/gazmart/code/asx-trading-policies/data/pdf/MTM.pdf,19092
POL,POLYMETALS RESOURCES LTD,303491972,Materials,ok,asx,2023-08-04,Securities Trading Policy as amended,2924-02694299-2A1464735,/Users/gazmart/code/asx-trading-policies/data/pdf/POL.pdf,13729
SST,STEAMSHIPS TRADING COMPANY LIMITED,296128663,Capital Goods,ok,asx,2026-05-25,SST 2026 AGM Results and Board Resolutions,2924-03093503-2A1673713,/Users/gazmart/code/asx-trading-policies/data/pdf/SST.pdf,574
MRT,MARITANA MINERALS LIMITED,296117221,Materials,no_policy_found,,,,,,0
BRN,BRAINCHIP HOLDINGS LTD,295857269,Software & Services,ok,asx,2021-07-28,Securities Trading Policy,2924-02400151-2A1312207,/Users/gazmart/code/asx-trading-policies/data/pdf/BRN.pdf,21467
RHI,RED HILL MINERALS LIMITED,295453487,Materials,ok,asx,2010-12-28,Securities Trading Policy,2995-01137978-6A522850,/Users/gazmart/code/asx-trading-policies/data/pdf/RHI.pdf,10381
VFY,VITRAFY LIFE SCIENCES LIMITED,294288758,"Pharmaceuticals, Biotechnology & Life Sciences",ok,asx,2024-12-11,Revised Securities Trading Policy,2924-02893607-3A657999,/Users/gazmart/code/asx-trading-policies/data/pdf/VFY.pdf,26955
